Timestamp,Title,Place,Organisation,Requirements,Description,Salary,Contact,Further Information,Application deadline,Taggs,Editor,Other:,Job Type,Issue,
7/12/2013 13:02:52,PhD at Surrey,"Guildford, UK",University of Surrey -ESRC South East Doctoral Training Centre,Applicants for four years funding should normally hold a first or upper-second class Bachelor’s degree and an MSc at distinction level in an appropriate discipline. [Applicants for five years funding should normally hold a first class Bachelor’s degree in an appropriate discipline.] Due to funding restrictions for a full award students must have a relevant connection with UK (usually established by residence). If a student fulfils the academic requirement but has a relevant connection with an EU country other than the UK they may be eligible for an award of fees only (i.e. no maintenance grant to the student). Please see student eligibility (http://www.esrc.ac.uk/funding-and-guidance/guidance/postgraduates/prospective-students/eligibility/index.aspx) for further details and contact the university postgraduate admissions office for advice.,"The two studentships will start in October 2013 and are in the general areas of:
- Economic modelling of household/community energy consumption and efficiency
- Sociology of household/community energy consumption

As these are multidisciplinary studentships, students will be registered and fully engaged in their core discipline of economics or sociology as well as any relevant engineering disciplines. In the first year of the programme, the successful candidate will take discipline specific postgraduate modules as well as relevant modules in other disciplines. The exact modules to be taken will depend upon the qualifications and experience of the successful candidates and will be decided following discussion with supervisors as will the exact scope of the two research projects. The following gives an indication of the type of research areas that might be proposed, although applicants should not feel constrained by these:

Economic modelling
- econometric analysis of household/community energy demand and/or energy efficiency;
- economic analysis of decentralised or community-scale heat or electricity supply options; and
- Economic analysis of community-scale demand management, as part of future smart grid development. 

Sociology
- Social roles, relationships and energy consumption practices within and across households;
- Sourcing of information and decision making on renewable energy and energy efficiency measures;
- Take-up of Green Deal and related pro-environmental household incentives by class and locality; and
- Agent based modelling of shifts in energy consumption practices.",,"For further information concerning the scope of the Economic Modelling scholarship, please contact: Lester C Hunt via email at L.Hunt@surrey.ac.uk.

For further information concerning the scope of the Sociology scholarship, please contact: Kate Burningham via email at K.Burningham@surey.ac.uk.
",http://www.jobs.ac.uk/job/AGU752/esrc-multidisciplinary-studentships/,2013-07-15,"Spatial and Ecological-Economic issues, Agent-Based Modelling",Richard,o.dilaverkalkan@surrey.ac.uk,PhD student position,264,
7/20/2013 13:07:34,Modelling crowd psychology,University of Sussex,School of Psychology,"Eligibility requirements for potential candidates: UK and EU candidates are eligible to apply. Candidates may not be eligible for the full award if they do not meet UK residency requirements: http://www.epsrc.ac.uk/skills/students/help/Pages/eligibility.aspx Candidates must have, or expect to obtain, either: o a first or a high upper second class honours undergraduate degree, or equivalent qualification, and/or a Master’s degree in Psychology or a related discipline. Programming experience is desirable but not essential o a first class or a high upper second class honours undergraduate degree, or equivalent qualification in Computer Science or a related discipline. Formal Psychology training (at Master’s level or similar) is essential.","This project will examine the behaviour of different psychological crowds within the same physical crowd. It will apply concepts from social psychology to crowd modelling, using a combination of psychological methods and computer simulation. Recent approaches to the computer modelling of crowds have proved highly effective in explaining emergent patterns in aggregates of people and small group behaviour within crowd flow. What has yet to be modelled is crowd behaviour in intergroup settings – that is, situations where a physical crowd or aggregate contains two or more psychological crowds. Examples of this situation where there is both coordination and behavioural differentiation include football matches (fans of two opposing teams) and demonstrations/counter-demonstrations. In social psychology, these kinds of collective phenomena are explained in terms of social identity, which refers to self-categorization with a social group. ","The maintenance allowance for 2013/14 is £13,726","Guidance for applicants: Please send your initial enquires by email: For the attention of ‘Postgraduate Coordinator’ to: psychology@sussex.ac.uk

If you wish to discuss the details of this PhD project further, please contact Dr John Drury j.drury@sussex.ac.uk

Candidates should provide: A personal statement detailing why you wish to carry out doctoral research (up to 1500 words). This should include a discussion of your specific research interests within the scope of the advertised area.",http://www.sussex.ac.uk/study/pg/applying/,"By 5.00pm, on 31st July 2013","Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, Methods in General",Richard,OpenABM,PhD student position,264,
7/20/2013 13:09:35,Assistant Professor - Complex Systems,University of Michigan,Center for the Study of Complex Systems (CSCS),"Candidates must have a demonstrated interest in complex systems, broadly construed, with a doctoral degree in a related field such as computer science or engineering, information science, mathematics, natural sciences including physics, biology, and bioinformatics, or social sciences including economics, political science, and sociology, among others.","The Center for the Study of Complex Systems (CSCS) at the University of Michigan invites applications for a tenure-track position of Assistant Professor of Complex Systems. The appointment will begin September 1, 2014. This is a university year appointment. Information about the Center can be found here: www.cscs.umich.edu.",,"How to Apply All applications must be submitted by e-mail to: complex.systems.faculty.position@umich.edu Applicants should submit one PDF file that includes: a current CV, statement of current and future research plans, a statement of teaching philosophy and experience, evidence of teaching excellence, and one writing sample. At least three letters of recommendation are required and may be sent electronically in separate PDF files to the same e-mail address",http://www.openabm.org/forum/assistant-professor-complex-systems,10/15/2013,"Agent-Based Modelling, Methods in General, Complex Systems",Richard,OpenABM,Assistant Professorship,264,
7/20/2013 13:14:19,Research Associate The Social Complexity of Immigration and Diversity (SCID),University of Manchester,School of Social Sciences,"Essential criteria:
- Expertise in methods and principles of complexity science, agent-based simulation modelling and social network analysis.
- Experience of the application of complexity science, agent-based simulation modelling and social network analysis in the social sciences.
- A PhD (or nearing completion at time of application) in a relevant field (e.g. computer science, sociology).
- Excellent organisational skills.
- Excellent communication skills, including the ability to effectively communicate with colleagues with diverse academic backgrounds.
- The ability to work as part of a team, as required.
- The ability to manage own workload, prioritise work and work to tight deadlines.","The University invites applications for the above post tenable from 1 September 2013 (or as soon as possible after that) for a period of one year (fixed term).

By bringing together the social science evidence, the layers of simulation models and the combined expertise of the researchers, this project aims to make real progress in understanding the complex, important yet sensitive issues surrounding the processes that underlie the effects of immigration and diversity on social cohesion and integration. The three main areas to which the models will be applied are:
- Diversity, homophily and social trust
- Socio-political integration
- Socio-economic inequality
Given the stage of the project and the evolution of existing models in the areas above, the social science team of the SCID project is looking for someone to contribute to the project’s modelling capacity.","Salary Grade 6, £29,24 per annum","Informal queries to the Professor Ed Fieldhouse via email ed.fieldhouse@manchester.ac.uk.

After contacting as in (4) above then formal application should be made on line. If you are unable to apply on line please request an application form by emailing hrservices@manchester.ac.uk quoting the reference number or by calling 0161 275 4499 (HR team recruitment line number).",http://www.openabm.org/forum/1-year-abm-ra-post-university-manchester,,"Agent-Based Modelling, Methods in General, Complex Systems",Richard,OpenABM,Researcher,264,
7/20/2013 13:21:08,Automatic analysis of emotional and social behaviour in digitally augmented public space,"Queen Mary, University of London",School of Electronic Engineering and Computer Science,"Qualified candidates must have a PhD (already obtained or shortly to be awarded) in Computer Science or Engineering with a particular focus on Machine Learning, Computer Vision, or a related area with outstanding research record and experience, and excellent analytical and programming skills using C++ and/or MATLAB.

Successful candidates will mainly work on capturing, processing and analysing emotions and non-verbal behaviour of people, and conduct basic research and interact with the principal investigator, collaborators  and graduate students. Therefore background in affective computing and automatic human behaviour analysis and understanding is desirable. ","The post-doc position is funded by a major EPSRC Project titled ‘Humans and Robots in Public Spaces (HARPS)’ ( http://www.eecs.qmul.ac.uk/~hatice/harps.html ). The project aims to create a 'model' digitally augmented public space equipped with the capacity to track micro-contacts between multiple individuals in real time, and capture and process information about the emotional and nonverbal communicative qualities of behaviours across time. The project will investigate the importance of behavioural synchrony for social cohesion and community relations, and derive implicit measures of the effectiveness of different interventions for promoting social cohesion. ","£34,283 per annum",Informal enquiries should be addressed to Dr Hatice Gunes at hatice@eecs.qmul.ac.uk,http://www.eecs.qmul.ac.uk/,10/1/2013,"Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, Methods in General, Complex Systems",Richard,humanie-news,Postdoctoral position,264,
7/20/2013 14:15:55,Open Assistant Professor Position at Kyushu University in JAPAN,Japan,Kyushu University,"Expertise in one or more of the following areas is desirable: multiagent systems, algorithm, combinatorial optimization, mechanism design, game-theory, and micro economics.","This center will develop the theory and mechanisms for optimizing
the allocation of precious resources, by synthesizing/extending
technologies from computer science and micro economics.
This center is carried out by an interdisciplinary research team
that consists of leading Japanese researchers in computer science
and micro economies.

Specific research topics include automated mechanism design,
equilibrium analysis of repeated games based on POMDP,
concise representation schemes for cooperative games,
mechanism design for two-sided matching, combinatorial auctions,
discrete convex analysis, etc.","Gross salary per annum (including, among other things, taxes, insurances, and commuting expenses) will be about JPY4,800,000. The exact amount will be decided in accordance with the University's employment regulations, the successful applicant's past accomplishments, etc.","Applicants are requested to submit the following documents.
  (1) Academic CV, including names and contact details of 2 referees.
  (2) 1-page ""statement of interest"", explaining the candidate's
      interest in the center.
  (3) Five ""representative papers"" describing the applicant's research.
      If possible, please also include a link to a website
      with an online version of your PhD thesis
      and relevant publications (e.g., your professional homepage).

A confirmation will be sent when the application is received. Incomplete or generic applications will be ignored.",,2013-07-31,"Spatial and Ecological-Economic issues, Market Dynamics, Social Conflict and Social Simulation, Agent-Based Modelling, System Dynamics, Methods in General, Complex Systems, Social Networks",Richard,agents,Assistant Professorship,264,
7/20/2013 14:31:26,Postdoctoral Fellowship in Epidemic Spreading,University of Maryland,"Department of Epidemiology and Biostatistics,  School of Public Health","Requirements for the position are: (1) a PhD degree in epidemiology, sociology, psychology, or other public health discipline; (2) interest in research in social and behavioral aspects of HIV/AIDS; (3) experience in statistical analysis or social network analysis; (4) skills in using SAS or network analysis software; and (5) experience in writing papers for publication in scientific journals. The salary is competitive. Individual health insurance and vacation time are included as benefits. ",The Department of Epidemiology and Biostatistics at the School of Public Health in University of Maryland seeks candidates for a Post-Doctoral Fellowship position to perform research in social and behavioral aspects of HIV/AIDS. This professional training position is funded for 1 year and annually-renewable based on performance. ,,"The job posting will remain open until filled. Applicants should send email to Dr. Hongjie Liu (hliu1210@umd.edu) the follow files: (1) a one-page description of past research experience; (2) a one-page description of future research interests and goals, (3) a curriculum vitae, and (4) two letters of reference",,The position is available immediately,"Agent-Based Modelling, Methods in General, Game Theory, Complex Systems, Social Networks",Richard,SOCNET,Postdoctoral position,264,
7/20/2013 15:22:29,Doctoral award in Social Network Methodology,University of Manchester ,"Mitchell Centre for Social Network Analysis, School of Social Sciences",Applicants must have (or expect to gain) a UK Masters level degree (or overseas equivalent) at Merit level (overall taught course average of 60% and a dissertation mark of 60% or more) in a mathematically or statistically orientated subject. ,"The award will be based in the world renowned Mitchell Centre, an interdisciplinary group of social network analysts based in the School of Social Sciences. The project is funded by Leverhulme (RPG-2013-140) and the successful student will work alongside a project entitled:  “Collecting and analyzing secondary covert social network data”

 

Standard social network data consist of relations amongst an homogenous group of actors. So that when we represent the data in matrix form the rows and the columns represent the same actors. In contrast, in two mode data we have two types of actors (modes) and there are only connections between different types of actors and no connections within each type. The modes usually represent very different sorts of data. The classic example is when one mode is people and the other mode is events. It should be noted that a lot of historical data and as a consequence covert network data is derived from who attended particular events. Keeping the data in this form allows us to have greater flexibility in any subsequent analysis. However, this means we need to develop innovative and new methods which recognise the restrictions in structure that data in this form implies.

The studentship will focus one or more of the following areas:
- Investigate alternative and novel projection methods for valued data.
- Consider issues with respect to normalization of projected networks.
- Develop new methods (either mathematical or statistical or both) for the direct analysis of multi mode data in particular valued and directed data.
- Extend and evaluate the dual approach to multimode networks.
- Examine the relationship between the various approaches available for multi-mode networks.","The studentship comprise an annual stipend of £13,700, payment of fees up to the level charged for UK/EU students (currently £3,900; overseas students would need to pay the balance in fees themselves) and £750 for research training. The studentship will be for direct entry onto the three year PhD programme.  The programme will commence in October 2013. Continuation of the award is subject to satisfactory performance. ","Applicants should email martin.everett@manchester.ac.uk  a full cv together with a covering letter. The successful candidate will be required to submit a full University of Manchester on-line application, plus supporting documents (two academic references and degree transcripts) to fulfill the normal admissions process.",,2013-08-30,"Agent-Based Modelling, Methods in General, Complex Systems, Social Networks",Richard,,PhD student position,264,
7/20/2013 15:25:31,"Jjob opportunitie: Swinburne Unviersity of Technology, Australia",Australia,Unviersity of Technology,"To be successful in this role you must possess a PhD or equivalent in a relevant field, in conjunction with relevant research experience and an excellent track record in a field related to social impact measurement, social enterprise, and social innovation. In addition to this, it is required that you have experience in the preparation and publication of relevant research materials, problem-solving and organisational capacities and highly developed communication skills.","The Centre for Social impact is currently seeking a Senior Research Fellow to support the research efforts of the Swinburne Centre for Social Impact. This will include research in relation to social impact measurement methodologies, social innovation and social enterprise development. In addition, support will be provided by attracting research grants; publishing research outcomes; and providing research training. Following the initial research period of three years, this position will include both research and teaching duties.","Academic Level C: $96,943 - $111,708 plus 17% superannuation","Swinburne values diversity in its work environment and has been recognised as an Employer of Choice for Women since 2007. Swinburne encourages applications from Indigenous Australians; women; mature age workers; people with disabilities; people who identify as LGBTI; and those from culturally and linguistically diverse backgrounds. 

To submit an application please go to http://www.swin.edu.au/jobs and submit a cover letter, resume and a response to the Key Selection Criteria, as listed in the Position Description.

For position information and to apply online go to: www.swinburne.edu.au/jobs
Please do not email or send paper applications, all applications must be submitted online.

For further information, please contact Professor Christine Jubb on telephone +61 (03) 9214 4618 or email cjubb@swin.edu.au

If you are experiencing technical difficulties with your application, please contact the Recruitment team on +61 3 9214 8600 (option 2).

Position Number: 30015","http://swinjobs.nga.net.au/cp/index.cfm?event=jobs.checkJobDetailsNewApplication&returnToEvent=jobs.listJobs&jobid=573cd0e9-9000-47f8-84ff-a1e700c04f4a&CurATC=EXT&CurBID=f785af71-0f15-4aff-afb2-9db401359086&JobListID=b21b82cb-b536-5d8b-07c4-5b3e88464826&jobsListKey=9106d85d-a69d-4321-92d8-131db03e211b&persistVariables=CurATC,CurBID,JobListID,jobsListKey,JobID&lid=79712820087",2013-07-26,"Agent-Based Modelling, Methods in General, Complex Systems",Richard,SOCNET,Researcher,264,
8/22/2013 15:05:49,Research Position ,"Bad Neuenahr-Ahrweiler, Germany",Europäische Akademie GmbH,"Please find further information: 
http://www.ea-aw.de/service/stellenangebote/research-position-for-eu-tender-quantitative-orientation.html

Note: the availabillity of the post depends on the award decision of the European Commission","Please find further information: 
http://www.ea-aw.de/service/stellenangebote/research-position-for-eu-tender-quantitative-orientation.html

Note: the availabillity of the post depends on the award decision of the European Commission",up to TV-L 13,"Professor Petra Ahrweiler
Petra.Ahrweiler@ea-aw.de ",,15.9.2013,,Richard,,Researcher,265,
9/9/2013 15:34:48,Agent-Based Computational Economics,University of Genova,Italy,"The PhD candidate will work with the agent-based software platform EURACE* and is expected to contribute to its further development.

Applicants should have a Master degree in Engineering, Science or Economics with an adequate background in programming, data analysis and statistics","PhD student position on Agent-Based Computational Economics A three-year PhD student position on Agent-based Computational Economics, starting January 1st 2014, is available at the Department of Mechanical, Energetics, Management and Transport Engineering of the University of Genova, Italy. Research will be focused on agent-based macroeconomics and financial stability issues within the framework of a new EU funded three-year project starting on October 1st, 2013. The EU project aims to develop an innovative agent-based platform and ICT tools for designing and testing policies and regulatory measures for preventing and mitigating economic and financial crises and fostering an economically and ecologically sustainable growth path.",,Interested candidates may contact well in advance Dr. Marco RABERTO for further information Contact details: Dr Marco RABERTO http://ideas.repec.org/e/pra66.html Email: marco.raberto@unige.it,http://www.studenti.unige.it/postlaurea/dottorati/XXIX/bandoGeneraleEN (English) http://www.studenti.unige.it/postlaurea/dottorati/XXIX (Italian),2013-09-20,"Spatial and Ecological-Economic issues, Market Dynamics, Agent-Based Modelling, Methods in General, Complex Systems",Richard,OpenABM,PhD student position,265,
9/9/2013 15:36:42,Position on (multi-agent) land change modeling in Amsterdam,The Netherlands,VU University Amsterdam,"The successful candidate has a strong interest to represent human agency in large-scale land use models, e.g. through incorporating multi-agent simulation concepts. The postdoc will also contribute to teaching of the department on spatial analysis and environmental management.",VU University Amsterdam is accepting applications for an exciting postdoc position in the Institute for Environmental Studies. The postdoc will contribute to research within various land change projects within the department with a main objective to develop and test innovative methods for simulating land system changes at regional to global scales in the context of climate and environmental change.,,See the URL below.,http://www.ivm.vu.nl/en/people/vacancies/index.asp,,"Spatial and Ecological-Economic issues, Social Conflict and Social Simulation, Agent-Based Modelling, Methods in General, Complex Systems",Richard,OpenABM,Postdoctoral position,265,
9/9/2013 15:39:31,Ancient Social-Environmental Modeling,Germany,Kiel,"The successful candidate has outstanding expertise in mathematical modelling, preferably of ancient and prehistoric societies. Models may come from a variety of theoretical disciplines such as economic theory, evolutionary game theory or agent based modelling. Experience in securing external grants will be viewed favorably. Teaching will be in the areas of archaeology, economics and social sciences, and geography.

Applicants must have the necessary formal qualifications as set out in § 61 and § 63 Abs.1 of the University Law of Schleswig-Holstein. For more information see www.uni-kiel.de under “Berufungsverfahren”.

The University strongly encourages women with appropriate qualifications to apply for the position. Women with equivalent qualifications, competence and expertise will be given preference. The University also supports the employment of disabled persons. Persons with disabilities will, with appropriate qualification and aptitudes, be given preference.","Kiel University seeks to appoint more women to professorships.

The Graduate School Human Development in Landscapes at Kiel University (CAU) invites applications for the position of: Professorship (W2) in Ancient Socio-Environmental Modelling The appointment is initially for five years with tenure track.

The Graduate School (www.uni-kiel.de/landscapes/) is funded in the framework of the German Excellence Initiative and will be transferred into the Johanna Mestorf Academy as a permanent interdisciplinary structure at CAU. This interfaculty, multidisciplinary institution investigates the interplay between the environment, social relationships, population dynamics, material culture, and human perceptions of socio-environmental change. Mathematical modelling is of great importance in this context, as it permits the simulation of scenarios and validation of conceptual models of the complex interactive processes responsible for the transformation of landscape and of societal systems.

Recruiting is carried out jointly by the Faculty of Business, Economics and Social Sciences and the Faculty of Mathematics and Natural Sciences. The successful applicant will be appointed to one of the faculties depending on his or her field of specialization.",,"Please send applications (including CV, list of publications and teaching experience, copies of academic certificates, private and workplace addresses and phone numbers, and email address) both by regular mail and by email no later than September 13, 2013 to: Dekan der Wirtschafts- und Sozialwissenschaftlichen Fakultät der Christian-Albrechts Universität zu Kiel Olshausenstraße 40 24098 Kiel, Germany (dekanat@wiso.uni-kiel.de)",http://www.openabm.org/files/forums/3917/W2-Ancient_Modelling_En.pdf,,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",Richard,OpenABM,Professorship,265,
9/9/2013 15:41:30,Emotions and Politics in Social Media,ETH Zurich,Centre for Research on Direct Democracy in Universität Zürich,"- MSc degree or equivalent in psychology, sociology, or political science
ability to combine modeling and statistical data analysis (e.g. R, Matlab)
ability to develop formal models and computer simulations (e.g. Java, Python)
- good knowledge about graph algorithms and social network analysis is a plus
- strong abilities to communicate in an interdisciplinary scientific environment
- interest in becoming acquainted with methods from physics, economics, and computer science","The Chair of Systems Design in ETH Zurich, and the Centre for Research on Direct Democracy in Universität Zürich offer a position for a PhD student working in the project “The Role of Emotional Interactions in the Polarization of Opinions in Participatory Media” funded by the Swiss National Science Foundation (SNF), starting as soon as possible.

This project brings together the fields of social science, computer science, and statistical physics to advance in the understanding of the polarization of opinions and emotions during online interaction. The project has a special emphasis in the dynamics of emotions in political discussions.

The candidate is expected to collaborate in the following tasks of the project:
- Analysis of emotional interaction and opinion polarization in large datasets of online discussions
- Explore universal patterns of polarization and popularity in online participatory media (fora, news sites, social networks…)
- Analyze differences in the online interaction of online subcommunities depending on their political orientation
- Design, simulate, and analyze agent-based models of online interaction that reproduce the observed phenomena",,"We offer excellent working conditions and collaboration with a lively team in both institutions, as well as with leading institutions worldwide.

Applicants are kindly requested to send their curriculum vitae, transcript of records, list of publications (if available), names of at least three references, and an overview of their research interests (all in PDF files), to

Ms. Rahel Dulik rdulik@ethz.ch

For specific inquiries, please contact Prof. Dr. Dr. Frank Schweitzer (fschweitzer@ethz.ch).",http://www.openabm.org/forum/phd-open-position-eth-zurich-emotions-and-politics-social-media,,"Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, Methods in General, Complex Systems",Richard,OpenABM,PhD student position,265,
9/9/2013 15:45:28,Visiting Scholars for course on Agent-based Modeling and Simulation,"Rostock, Germany",Max Planck Institute for Demographic Research (MPIDR),,"The IDEM winter program includes an advanced course on Agent-based Modeling and Simulation, see http://tinyurl.com/idem-abm Other IDEM winter courses cover the Demography of Aging across the Tree of Life, Spatial Demography, and Measuring and Modeling Population Processes. Courses are scheduled from early November 2013 to the end of January 2014. Candidates may apply for one or several courses.

There is no tuition fee. However, students are expected to pay their own transportation and living costs. A limited number of scholarships may be awarded to outstanding candidates or to those applicants who demonstrate financial need.

There is no tuition fee. However, students are expected to pay their own transportation and living costs. A limited number of scholarships may be awarded to outstanding candidates or to those applicants who demonstrate financial need.",,"Heiner Maier Dean, International Advanced Studies in Demography Max Planck Institute for Demographic Research Konrad-Zuse-Str. 1, 18057 Rostock, Germany Tel.: +49-381-2081-152 Fax: +49-381-2081-452 maier@demogr.mpg.de http://www.demogr.mpg.de",http://tinyurl.com/idem2013,2013-09-18,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",Richard,OpenABM,Lecturer,265,
9/9/2013 15:50:08,Automatic analysis of emotional and social behaviour in digitally augmented public space,University of London,School of Electronic Engineering and Computer Science at Queen Mary,"Qualified candidates must have a PhD (already obtained or shortly to be awarded) in Computer Science or Engineering with a particular focus on Machine Learning, Computer Vision, or a related area with outstanding research record and experience, and excellent analytical and programming skills using C++ and/or MATLAB. Successful candidates will mainly work on capturing, processing and analysing emotions and non-verbal behaviour of people and groups of people, and conduct basic research and interact with the principal investigator, collaborators and graduate students. Therefore background in affective computing and automatic human behaviour analysis and understanding is desirable.","Applications are invited from all nationalities for a Post-doc Position to undertake interdisciplinary research in the area of automatic analysis of emotional and social behaviour in digitally augmented public space, starting November 2013. The post-doc position is funded by a major EPSRC Project titled 'Humans and Robots in Public Spaces (HARPS)' (www.eecs.qmul.ac.uk/~hatice/harps.html ). The project aims to create a 'model' digitally augmented public space equipped with the capacity to track micro-contacts between multiple individuals in real time, and capture and process information about the emotional and nonverbal communicative qualities of behaviours across time.","This post is full time and for a period of 24 months initially (with the possibility of extension) starting from 01 November 2013 or as soon as possible thereafter. The starting salary will be £34,283 per annum inclusive of London Allowance. Benefits include 30 days annual leave, defined benefit pension scheme and interest-free season ticket loan.","Candidates must be able to demonstrate their eligibility to work in the UK in accordance with the Immigration, Asylum and Nationality Act 2006. Where required this may include entry clearance or continued leave to remain under the Points Based Immigration Scheme.

The post will be based at the School of Electronic Engineering and Computer Science at Queen Mary, University of London and will be supervised by Dr Hatice Gunes (www.eecs.qmul.ac.uk/~hatice/ ). Information about the School and its research areas can be found at www.eecs.qmul.ac.uk.

Informal enquiries should be addressed to Dr Hatice Gunes at hatice@eecs.qmul.ac.uk .

Application enquiries should be directed to recruitment@qmul.ac.uk  To apply, please visit the Human Resources website on http://www.jobs.qmul.ac.uk  and search for reference QMUL2323, providing the following supporting documents.

- A full CV
- 2 reference letters
- A one-A4-page Statement of Interest",http://www.jobs.qmul.ac.uk  and search for reference QMUL2323,2013-09-29,"Social Conflict and Social Simulation, Societal Transitions, Methods in General, Social Networks",Richard,humanie-news,Postdoctoral position,265,
9/10/2013 18:54:02,Complex Contention,Amsterdam,Faculty of Social and Behavioural Sciences - Department of Sociology and Anthropology,"The PhD researcher will be based at the AISSR, which offers a stimulating intellectual environment across several social science disciplines. In the first year, the PhD student will participate in courses and meet with supervisors and other faculty members to develop a detailed research proposal. In the second and third year, the PhD-student will conduct and report on the research and complete the PhD-thesis.

Tasks:
- Conduct quantitative analyses of social movements’ social networks and diffusion processes, using data from social media;
- conduct focused ethnographic field research;
- 10% teaching;
- collaborate with supervisors and peers on research and publications on complex contention;
- write a PhD thesis;
- participate in the AISSR PhD program;
- participate in conferences, workshops, seminars and other scholarly activities.","Recent years have seen massive protests around the world, ranging from the revolutions in the Middle East and the Spanish indignados movement to the global Occupy protests and the revolts in Turkey. These mobilizations have in common that they diffused with unprecedented speed in both urban and online environments. The ""complex contention"" research project aims to develop an approach to map and explain these waves of contention.

The research project builds upon a work on urban politics and social movements by Justus Uitermark and Walter Nicholls. Theoretically, the project aims to combine insights from relational sociology with complexity theory. Methodologically, the project aims to combine the quantitative examination of online and offline social networks with ethnography in urban settings. The successful candidate will develop the study’s research design in more detail in dialogue with the supervisors but is expected to especially focus on quantitative network analysis.",, Applicants are invited to apply for this PhD-position. Informal inquiries can be made to Justus Uitermark (j.l.uitermark@uva.nl),  http://www.uva.nl/en/about-the-uva/working-at-the-uva/vacancies/item/13-271.html,,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",Richard,SOCNET,PhD student position,265,
9/10/2013 19:03:01,Lecturer/Senior Lecturer in Social Statistics,United Kingdom,University of Manchester,"You must have established a reputation in Social Statistics, supported by a strong record of published research output and a wider record of achievement.  Applicants with background in Quantitative Social Science are invited to apply but specialisations in official statistics, survey and census methodology, small area estimation, multilevel/hierarchal models, development and application of computational statistical methods, longitudinal data analysis, missing data problems and social network analysis, are particularly welcome.
You will need a PhD in Social Statistics or a related discipline with applications of advanced quantitative methods and a firm understanding of statistics and a track record of research outputs and academic publications of international standard with an emphasis on the development or application in social statistics.   For the senior lectureship post you will also need evidence of significant wider contribution in academic roles and clear potential for academic leadership.","You will join the Social Statistics discipline area and will provide academic leadership within the associated research cluster (Centre for Census and Survey Research, CCSR) with respect to both research and the design and implementation of teaching programmes at undergraduate and postgraduate levels.","£33,230 to £45, 941 and £47,314 to £56,467 per annum","Informal enquiries can be made to Professor Tarani Chandola.
Email: tarani.chandola@manchester.ac.uk",https://www.jobs.manchester.ac.uk/DisplayJob.aspx?pageno=0&htmlpage=JobDisplay&Jobid=21434&txtKeywords=&chkCategory=&lstRegion=&chkSalary=&chksubject=&optMatch=&clientid=73&AttachedSAF=0,,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",Richard,SOCNET,(various),265,
9/14/2013 11:47:14,PhD student position on Agent-Based Computational Economics,"Genova, Italy","University of Genova, Italy","Applicants should have a Master degree in Engineering, Science or Economics with an adequate background in programming, data analysis and statistics.","Research will be focused on agent-based macroeconomics and financial stability issues within the framework of a new EU funded three-year project starting on October 1st, 2013. The EU project aims to develop an innovative agent-based platform and ICT tools for designing and testing policies and regulatory measures for preventing and mitigating economic and financial crises and fostering an economically and ecologically sustainable growth path.
The PhD candidate will work with the agent-based software platform EURACE* and is expected to contribute to its further development. 


",,"Contact details:
Dr Marco RABERTO
http://ideas.repec.org/e/pra66.html
Email: marco.raberto@unige.it
Phone: +39 010 3532028",http://www.studenti.unige.it/postlaurea/dottorati/XXIX/bandoGeneraleEN ,2013-09-20,"Spatial and Ecological-Economic issues, Agent-Based Modelling",Ozge,o.dilaverkalkan@surrey.ac.uk,PhD student position,265,
