Timestamp,Conference Title,Short Title,Date,Place,Organisation,Submission Deadline,Registration Deadline,Topics,Website,Editor,Taggs,Other:,Issue,Publication,
12/22/2013 11:10:08,Workshop on Agent-Mediated Electronic Commerce and Trading Agents Design and Analysis,AMEC/TADA,"May 5­-6, 2014","Paris, France",AAMAS 2014,2014-01-22,,"- ­Agency and contract theory in e­commerce
- AI and autonomous agent systems in e­commerce
- Algorithmic mechanism design
- ­Auction and negotiation technology
- ­Automated shopping, trading, and contract management
- ­Computational aspects of economics, game theory, and voting
- ­Empirical evaluation of human­agent trading
- ­Experience with e­commerce systems and markets
- ­Formation of supply chains, coalitions, and virtual enterprises
- ­Languages for describing agents, goods, services, and contracts
- ­Learning and Intelligence aspects of trading agents
- ­Mechanisms for unreliable, dynamic and asynchronous environments
- ­Peer­to­peer, grid, and other open distributed systems
- ­Prediction/information markets­ Preferences and decision theory
- ­Recommendation, reputation, and trust systems
- ­Design of trading agents in decentralised power markets
- ­Incentive mechanisms for smart energy grids
- ­Software and systems requirements, architectures, and performance
- ­TAC agents or analysis of TAC competitions", http://users.ecs.soton.ac.uk/vr2/amectada2014/,Richard,"Market Dynamics, Policy Making, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",agents-request,267,"As in the past, we aim to invite selected AMEC/TADA 2014 papers for publication in a Springer LNBIP volume, in a format similar to previous workshops in the AMEC/TADA series.",
12/22/2013 11:16:40,3rd International Workshop on Human-Agent Interaction Design and Models,HAIDM,May 5th or 6th 2014 (one full day),"Paris, France",AAMAS 2014,2014-02-10,,"- Flexible autonomy 
- Trust between humans and agents 
- Presentation and interaction techniques
- Human activity recognition 
- Modelling human behaviour, especially in mixed human-agent systems
- Comparison of approaches in applying models of human behaviour (e.g., strictly rational, bounded rational or psychological models)
- Enhanced models of human behaviour and theory of human behaviour such as quantal response, prospect theory, and other models of human decision making. - Applications of human behaviour models
- Cooperative and competitive agent-human systems
- Behavioural game theory
- Techniques for learning human behaviour (e.g., machine learning)
- Crowdsourcing: mechanisms to allocate tasks to online crowds including social incentives, micro-payments for micro-tasks within implemented system.
- Citizen science: the use of agent-based techniques (e.g., distributed algorithms to coordinate citizen scientists or to model human behaviour) in order to solve scientific problems better.
- Use of agent-based coordination algorithms to coordinate humans.
- Evaluation techniques for models of human behaviour
- Techniques for model selection or augmenting agent learning through human modelling
- Benchmarks and evaluation methodologies for evaluating agent-human interactions
- Human-Robot Interaction: the design of embodied agents as well as methods for human-robot coordination.
- Coalition formation and optimisation models involving models of agents and humans
- Benchmarks and evaluation methodologies for evaluating agent-human interactions - Quantitative and qualitative studies of human-agent interaction (or agent-supported human activities) in the lab, online and in real-world settings", http://haidm.wordpress.com/,Richard,"Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",agents-request,267,"No formal proceedings of the workshop will be published i.e., papers that have been accepted at other venues can also be submitted at HAIDM  to help bring the community together (e.g. CHI, Ubicomp, Human-Robot Interaction, and AAMAS main and virtual agent tracks).  We will invite the best HAIDM papers for publication as either a Springer Lecture Notes volume or within a special issue of a journal.",
12/22/2013 11:19:49,Adaptive and Learning Agents Workshop,ALA 2014,"May 5­-6, 2014","Paris, France",AAMAS 2014,2014-01-22,,"- Novel combinations of reinforcement and supervised learning approaches
- Integrated learning approaches that work with other agent
reasoning modules like
      negotiation, trust models, coordination,  etc.
- Supervised multi-agent learning
- Reinforcement learning (single and multi-agent)
- Planning (single and multi-agent)
- Reasoning (single and multi-agent)
- Distributed learning
- Adaptation and learning in dynamic environments
- Evolution of agents in complex environments
- Co-evolution of agents in a multi-agent setting
- Cooperative exploration and learning to cooperate and collaborate
- Learning to cooperate and collaborate
- Learning trust and reputation
- Communication restrictions and their impact on multi-agent coordination
- Design of reward structure and fitness measures for coordination
- Scaling learning techniques to large systems of learning and
adaptive agents
- Emergent behaviour in adaptive multi-agent systems
- Game theoretical analysis of adaptive multi-agent systems
- Neuro-control in multi-agent systems
- Bio-inspired multi-agent systems
- Applications of adaptive and learning agents and multi-agent
systems to real world complex systems", http://swarmlab.unimaas.nl/ala2014/,Richard,"Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, Methods in General, Game Theory, Complex Systems, Social Networks",agents-request,267,Papers accepted at the workshop will also be eligible for inclusion in a special issue published after the workshop.,
12/22/2013 11:23:02,The 6th International Workshop on Emergent Intelligence on Networked Agents,WEIN'14,"May 5 or 6 (full day workshop), 2014","Paris, France",AAMAS 2014,2014-02-05,,"- Bottom up approach for MAS
- Collective intelligence
- Complex network
- Emergence and self-organization
- Emergence in multi-agent systems
- Network-centric agent systems
- Social networks
- Web intelligence, Applications
- Cascade dynamics
- Multi-agent-based supply chain networks
- R&D innovation networks
- Social and economic agents
- Systemic risk in large-scale networks
- Web dynamics",http://ein.jssst.or.jp/ein/WEIN14.html,Richard,"Spatial and Ecological-Economic issues, Social Conflict and Social Simulation, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",agents-request,267,"We will plan journal special ""Emergent Intelligence on       Networked Agents"" at JACIII(Journal of Advanced Computational Intelligence and Intelligent Informatics) http://www.fujipress.jp/JACIII/JACIII_about.html",
12/22/2013 11:27:49,17th International Workshop on Trust in Agent Societies,Trust 2014,"May 5­-6, 2014","Paris, France",AAMAS 2014,"2014-02-10 (abstracts and posters), '2014-05-01 (full papers, 12 pages)",,"- Trust and risk-aware decision making
- Game-theoretic models of trust
- Deception and fraud, and its detection and prevention
- Intrusion resilience in trusted computing
- Reputation networks
- Privacy and access control in multi-agent systems
- Trust and information provenance
- Trust-based agent organization/coalition formation
- Detecting and preventing collusion
- Trust in human-agent interaction
- Identity, behavior, and information trustworthiness
- Trust, security and privacy in social networks
- Socio-cognitive models of trust
- Trust and argumentation
- Trustworthy infrastructures and services
- Trust modeling for real-world applications",https://sites.google.com/site/trustworkshop/trust2014,Richard,"Social Conflict and Social Simulation, Agent-Based Modelling, Methods in General, Game Theory, Complex Systems, Social Networks",agents-request,267,Formal proceedings of the workshop will be published through CEUR-WS.org,
12/22/2013 11:29:54,International workshop on multi-agent-based simulation,MABS 2014,"May 5­-6, 2014","Paris, France",AAMAS 2014,2014-01-20,,"- Simulation methodologies:
  - Standards for MABS.
  - Methodologies and simulation languages for MABS.
  - Simulation platforms and tools for MABS.
  - Visualization and analytic tools.
  - Approaches for large-scale simulations.
  - Scalability and robustness in MABS.
  - Simulation modelling of multidirectional dynamics in complex social 
systems.
  - Provenance and ontology driven approaches in building simulations.
- Simulation of social and economic behaviour:
  - Formal and agent models of social behaviour.
  - Cognitive modelling and social simulation.
  - Game theory and simulation.
  - Social structure: social networks and simulating organizations.
  - Simulating social complexity (e.g. structures and norms, social order, 
emergence of cooperation and coordinated action, self-organization, the micro-
macro link).
  - Use of qualitative evidence to inform behavioural rules.
- Applications:
  - MABS in environmental modelling.
  - Agent-based experimental economics.
  - Participative simulation.
  - MABS and games.
- Big Data and Multi-Agent-Based Simulation:
  - Data driven simulations.
  - Real time data processing.
  - Design and analysis of simulation experiments including uncertainty 
analysis.
  - Handling Big Data in MABS including sense making.",http://www.uv.es/grimo/mabs2014,Richard,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",agents-request,267,"All accepted papers will be included in the AAMAS 2014 Workshop Proceedings.  Following the workshop, participants will be required to revise their papers,  which will undergo a second review process before publication in the post- proceedings, as part of the Multi-Agent-Based Simulation Series for Springer- Verlag, Lecture Notes in Artificial Intelligence.",
12/22/2013 11:32:35,PAAMS 2014 Special Session in Agents Behaviours and Artificial Markets,,"June 4-6, 2014","University of Salamanca, Spain",PAAMS,"2014-01-27 (full paper, 8 pages)",,"This session of the PAAMS 2014 conference will focus on the application of agents and all artificial intelligence techniques applied to the fields of Financial Economics. Areas of special interest include but are not limited to simulation, algorithmic trading, agent-based artificial markets, high performance trading.",http://www.paams.net ,Richard,"Spatial and Ecological-Economic issues, Policy Making, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",,267,,
12/22/2013 11:44:21,Norms Actions Games,NAG 2014,"April 1-2, 2014","King's College London, London",,"2014-01-30 (short papers/extended abstracts, max. 3000 words)",,"- Normative multi-agent systems
- Norms in experimental game theory
- Theories of agency and responsibility
- Action formalisms
- Theories of collective responsibility and norms
- Theories of contracts
- Bargaining and negotiation
- Coalition formation
- Norms and preferences
- Theories of compliance
- Norm emergence and simulation
- Norm change
- Deontic logic",http://www.doc.ic.ac.uk/~pturrini/NAG/,Richard,"Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",agents-request,267,,
12/22/2013 11:46:43,Artificial Economics 2014,AE 2014,"September 1st-2nd, 2014","Barcelona, Spain",ESSA 2014,"2014-01-15 (short papers, 5 pages)",,"- Agent-Based Microfoundations of Macroeconomic Activity
- Simulators for Macroeconomic Policy
- Discrete Choice Models in Economics and Management Sciences
- Emergence and Dynamics of Norms and Conventions
- Financial Market models
- Agent-Based Methodological Issues
- Dynamics of Social and Economic Networks
- Complexity and Market Dynamics
- The interaction between Experimental and Computational Economics
- Organizations and Management Science", http://www.irit.fr/AE2014/,Richard,"Spatial and Ecological-Economic issues, Market Dynamics, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",agents-request,267,Proceedings of the symposium will be published as a volume of the Lecture Notes in Economics and Mathematical Systems series published by Springer. An extended version of selected papers will be published as a special issue of the Journal Advances in Complex Systems.,
12/22/2013 12:00:41,SIMULTECH Special Session on Agent-Directed Simulation,,"August 28-30, 2014","Vienna, Austria",ADS'14,2014-06-23,,"- The growth of new advanced distributed computing standards along with the rapid rise of e-commerce are providing a new context that acts as a critical driver for the development of next generation systems. These standards revolve around service-oriented technologies, pervasive computing, web-services, Grid, autonomic computing, ambient intelligence etc. The supporting role that intelligent agents play in the development of such systems is becoming pervasive, and simulation plays a critical role in the analysis and design of such systems.
- The use of emergent agent technologies at the organization, interaction (e.g., coordination, negotiation, communication) and agent levels (i.e. reasoning, autonomy) are expected to advance the state of the art in various application technologies is difficult. Using agent-supported simulation techniques for testing complex agent systems is up and coming field.
- To facilitate bridging the gap between research and application, there is a need for tools, agent programming languages, and methodologies to analyze, design, and implement complex, non-trivial agent-based simulations. Existing agent-based simulation tools are still not mature enough to enable developing agents with varying degrees cognitive and reasoning capabilities. ",  http://www.simultech.org/ADS_specialsession.aspx ,Richard,"Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems",repast-interest,267,"All accepted papers will be published in a special section of the conference proceedings book - under an ISBN reference and on CD-ROM support - and submitted for indexation by Thomson Reuters Conference Proceedings Citation Index (ISI), INSPEC, DBLP, EI (Elsevier Index) and Scopus.",
1/16/2014 22:59:59,Multi-Agents Macroeconomics,MAM,6/4/2014,"Salamanca, Spain","Part of the 11st International Symposium Distributed Computing and Artificial Intelligence 2014, Salamanca, Spain","2014-01-20 (full paper, 8 pages; short paper 4 pages)",,"- Microfoundations of Multi-Agent Macroeconomic models
--- artificial intelligence
--- behavioral decision making
--- experimental economics
--- cognitive economics
--- heuristic analysis
- Micro-Macro relationship
--- emergence and self-organization
--- mean-field interaction
--- direct interaction and network topologies
--- network formation and evolution
- Small scale and Distributed Agent-based models
- Stock-Flow consistent Agent-based models
- Computational models and Macroeconomic Policy analysis
- Computability in Economics
- Tools for Agent-based modeling",http://dcai.usal.es/special-sessions/ss2-mam,Richard,Agent-Based Modelling,,268,Springer LNAI,
3/7/2014 11:06:52,8th Annual Evolutionary Computation and Multi-Agent Systems and Simulation Workshop,ECoMASS-2014,"July 12-16, 2014","Vancouver, BC, Canada",As part of 2014 Genetic and Evolutionary Computation Conference (GECCO-2014),"28 March, 2014 (full paper, 8 pages)",,"- Multi-agent systems and agent-based models utilizing evolutionary
computation
- Optimization of multi-agent systems and agent-based models using
evolutionary computation
- Evolutionary computation models which rely not on explicit fitness
functions but rather implicit fitness functions defined by the
relationship to other individuals / agents
- Applications utilizing MASS and EC in combination
- Biological agent-based models (usually called individual-based
models) involving evolution
- Evolution of cooperation and altruism
- Genotypic representation of the complex phenotypic strategies of MASS
- Evolutionary learning within MASS (including Baldwinian learning and
phenotypic plasticity)
- Emergence and feedbacks
- Open-ended strategy spaces and evolution
- Adaptive individuals within evolving populations
- Calibration and validation of models using evolutionary computation
- Use of evolutionary methods to understand the growth of and
processes on social networks

Demos
====
For those authors who have their papers accepted into the workshop
we will also provide some time to demo the software that was created
for the research, or relevant software that the research was based upon.
If the authors, wish to demo during the workshop, please note that on
your submission so that time can be allocated.",http://www.sigevo.org/gecco-2014,Richard,"Spatial and Ecological-Economic issues, Social Conflict and Social Simulation, Agent-Based Modelling, System Dynamics, Methods in General, Complex Systems, Social Networks",repast-interest,268,Workshop proceedings,
3/7/2014 12:49:55,First International Workshop on Social Computing and Urban Intelligence and Smarter Lives ,SMARTLIFE,5/27/2014,"Stanford, CA, USA",The Second ASE International Conference on Big Data Science and Computing,2014-03-28,,"How to apply new technologies to create Social Applications/Services to promote Citizen Engagement and Urban Intelligence through Social Computing?
How Social Computing can be applied to promote citizen engagement and community participation?
How to apply Social Computing and/or Social Behavior Models to understand societal behavior and optimize Urban infrastructures to improve quality of living?
How to construct Social Computing models better equipped to perform in mobile service environment?
How to apply Social computing to support/guide collaborative teams in scenarios like Teamwork, Group Coordination, Group Interaction, and others?
How can we apply Social Computing to make team members follow agreed procedures (Incentives? Or more fundamental, by designing a new market?)
How to apply Social Computing to build an effective monitoring-recognition-intervention framework in mobile services?
How can we enable flexible, goal-driven and contextualized Social Computing applications (including intelligent execution, monitoring, management, and optimization of business processes)?
How to enable an effective communication infrastructure for Social Computing  (possibly including humans and agents)?
How to apply no intrusive technologies, such as Video Analysis, Gesture Recognition, and others to promote pervasive Social Computing?
How to incentivize the participation of individuals in Citizen Sensor and collaboration?
How to evaluate incentive plans for participation and collaboration in Citizen Sensor scenarios?",http://www.scienceengineering.org/ase/conference/2014/bigdata/sanjose/website/smartlife/,Richard,"Agent-Based Modelling, Methods in General, Complex Systems, Social Networks",agents-request,268,We plan to publish selected papers through the ASE Public Scientific Digital Library.,
3/7/2014 12:53:18,"CiE 2014: Language, Life, Limits - Grants, and Call for Presentations",,"June  23 - 27, 2014 ","Budapest, Hungary ",,FUNDING DEADLINES   - ASL STUDENT TRAVEL GRANTS:  23 March 2014   - WOMAN IN COMPUTING GRANTS:   1 April 2014   - EACTS STUDENT GRANTS:        1 April 2014 ,,"Call for informal presentations
Continuing the tradition of past CiE conferences, also this year's CiE conference endeavours to get the best of both worlds. In addition to the formal presentations based on our LNCS proceedings volume, we invite researchers to present informal presentations.

Grants for students, members of the ASL:

The Association for Symbolic Logic <http://www.aslonline.org has decided to sponsor some students that are ASL members and willing to attend CiE2014. The eligible students may apply for ASL travel funds that are available for sponsored meetings, see http://www.aslonline.org/studenttravelawards.html for detailed instructions on the application process. Applications should be received at least three months prior to the conference.

Elsevier

Under the name Elsevier Women in Computability (WiC), the publisher Elsevier (more precisely, the journals 'Annals of Pure and Applied Logic' and 'Theoretical Computer Science') is continuing the programme 'Increasing representation of female researchers in the computability community' originally funded by the Elsevier Foundation (2008-2010). 


EACTS Students

The European Association for Theoretical Computer Science is providing limited funds for student participation.  Again, preference is given to student presenting at the conference. Please contact the PC chairs if you are interested before the deadline of April 1, 2014. ",http://cie2014.inf.elte.hu ,Richard,"Methods in General, Complex Systems",agents-request,268,,
3/7/2014 12:56:21,12th German Conference on Multiagent System Technologies ,MATES 2014 ,"September 22-26, 2014 ","Stuttgart, Germany",Held in conjunction with INFORMATIK'2014 ,"2014-04-30 (full paper, 14 pages)",,"- Multiagent platforms and tools
- Agent-oriented software engineering, model-driven design of multiagent systems
- Agent communication languages
- Autonomous robots and robot teams
- Advanced theories of collaboration: Modelling and formation of agent teams, groups, coalitions, and organizations
- Multiagent systems: Conventions, norms, institutions; trust and reputation
- Adaptive agents and multiagent learning
- Multiagent planning and scheduling
- Agent-based information retrieval
- Agents and P2P computing
- Agent-based service coordination/discovery/composition/negotiation/execution
- Agent-based simulation of complex systems and applications
- Embodied conversational actors and believable agents, and user modelling
- Hybrid human and agent societies
- Semantic Web (services) and agents
- Agents for the Social Web
- Agents for the Internet of Services
- Agents for the Internet of Things, pervasive computing
- Agents for cloud computing
- Mobile agents
- Standards for agents and multiagent systems
- Prototyped or fielded agent-based applications in various domains (e.g. e-business, e-health, e-government, automotive, automation/manufacturing/industry, smart city, smart grids, renewable energy).",http://www.mates2014.de ,Richard,"Agent-Based Modelling, Methods in General, Complex Systems",agents-request,268,Accepted and revised papers will be published in the Lecture Notes in Computer Science volume by Springer-Verlag. ,
3/7/2014 12:59:15,International Workshop on Social Intelligent Agent Technology,SIAT2014,"11-14 August, 2014",Delft,Co-located with IAT: http://wic2014.mimuw.edu.pl/iat,2014-03-23,,"- human-computer/agent/robot interaction as a collaboration and coordination between multiple intelligent actors (human, artificial).
- social interaction signals
- computational interpretation and simulation of social science theories
- representation and reasoning abilities for socio-relational capabilities
- architectures and engineering techniques for social agents
- models and insights on the new social reality integrating virtual and physical experience
- design and evaluation of social abilities and qualities.
- social-emotional qualities (empathy), motivation, ...
- relation between embodiment and cognition
- models and design for joint attention, perceptual common ground, synchronization of physical actions
- interpretation of physical events in terms of a social situation
- how do we deal with contradictory values and underlying concerns of the humans in the system?
- mutual adaptation, learning and coordination (from roles and role-taking to partner models).
- situation awareness
- long-term relationships between human and artificial actors
- measures for quality of experience and longitudinal effects and concerns of systems consisting of human and artificial actors",http://siat2014.tbm.tudelft.nl/,Richard,"Spatial and Ecological-Economic issues, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Social Networks",agents-request,268,,
3/10/2014 22:14:53,World Conference on Complex Systems,WCCS14   ,2014-11-10 to '2014-11-13,"Agadir, Moracco",,2014-05-15 full paper - 6 pages,,"- Computational Intelligence and Applications
- Multi-Agent Systems and Applications
- Software Engineering Research and Practice
- Database Systems for Advanced Applications
- Systems Modeling and Automatic Control
- Embedded and Real-time Systems and applications
- Biomedical Engineering and Computational Biology
- Territorial Intelligence and Governance",http://www.wccs14.org/,Ozge,"Agent-Based Modelling, Methods in General, Complex Systems",o.dilaverkalkan@surrey.ac.uk,268,"Distinguished papers from WCCS14 will be invited to submit a revised and extended version to journals; International Journal of Intelligent Systems,  Journal of Software Engineering and Applications and International Journal of Adaptive, Resilient and Autonomic Systems.   ",
3/13/2014 13:31:18,Social Simulation Conference 2014 (The 10th Annual Conference of the European Social Simulation Association),SSC 2014,9/1/2014,"Barcelona, Catalunya (Spain)",European Social Simulation Association & LSDS-UAB,"2014-04-11 (full paper, 10-12 pp.; short paper, 3-4 pp.; poster, A1)",,See <http://www.bsc.es/essa/essa-call-papers-april-11th>,http://www.essa2014.eu/,Richard,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",F. Miguel (SSC'14 Local Chair),268,,
3/13/2014 21:29:17,8th International Workshop on Multi-Agent Systems and Simulation,MAS&S'14,"September 7-10, 2014 ","Warsaw, Poland",,2014-04-11,,"- Agent-based simulation techniques and methodologies
- Discrete-event simulation of Multi-Agent Systems
- Simulation as validation tool for the development process of MAS
- Agent-oriented methodologies incorporating simulation tools
- MAS simulation driven by formal models
- MAS simulation toolkits and frameworks
- Testing vs. simulation of MAS
- Industrial case studies based on MAS and simulation/testing
- Agent-based Modeling and Simulation (ABMS)
- Agent Computational Economics (ACE)
- Agent Computational Finance (ACF)
- Agent-based simulation of networked systems
- Scalability in agent-based simulation",http://fedcsis.org/mass ,Richard,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",agents-request,268,"Preprints will be published on a USB memory stick given to FedCSIS participants. Papers presented during the conference will be published in the IEEE Xplore Digital Library proceedings, and posted at the conference WWW site. The IEEE proceedings will be published under an ISBN and ISSN numbers (and an IEEE Catalog number), under a nonexclusive copyright. Since 2012, Proceedings of the FedCSIS conference are indexed in the Thomson Reuters Web of Science. Moreover, extended versions of selected papers presented during the conference will be published as Special Issue(s).",
3/13/2014 21:35:36,10th Workshop on Agent Based Computing: from Model to Implementation and 8th Agent Day,ABC:MI,"September 7-10, 2014 ","Warsaw, Poland",,2014-04-11,,"- Methodologies for design of agent systems
- Multi-agent systems product lines
- Modeling agent systems
- Agent architectures
- Agent-based simulations
- Simulating and verifying agent systems
- Agent benchmarking and performance measurement
- Agent communication, coordination and cooperation
- Agent languages
- Agent learning and planning
- Agent mobility
- Agent modeling, calculi, and logic
- Agent security
- Agents and Service Oriented Computing
- Agents in the Semantic Web
- Applications and Experiences",http://fedcsis.org/abcmi ,Richard,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",agents-request,268,"Papers should be submitted by April 11, 2014. Preprints will be published on a USB memory stick given to FedCSIS participants. Papers presented during the conference will be published in the IEEE Xplore Digital Library proceedings, and posted at the conference WWW site. The IEEE proceedings will be published under an ISBN and ISSN numbers (and an IEEE Catalog number), under a nonexclusive copyright. Since 2012, Proceedings of the FedCSIS conference are indexed in the Thomson Reuters Web of Science. Moreover, extended versions of selected papers presented during the conference will be published as Special Issue(s) of:     - Scalable Computing; Practice and Experience     - Computer Science Journal     - other journal(s) to be announced later. ",
5/15/2014 0:38:55,The 7th Starting AI Researcher Symposium,STAIRS 2014,2014-08-18 to '2014-08-19,"Prague, Czech Republic",,2014-05-15,,"The 7th European Starting AI Researcher Symposium (STAIRS-2014) 
will be held as a satellite event of the 21st European 
Conference  on Artificial Intelligence (ECAI-2014) in Prague in 
August 2014. STAIRS is aimed at young researchers in Europe and 
beyond, particularly PhD students, but also advanced Master’s 
students and postdoctoral researchers holding a PhD for less 
than one year at the time of the paper submission deadline. 
STAIRS offers opportunities to gain experience with submitting 
to and presenting at international events with a broad 
scientific scope.",http://www.ecai2014.org/stairs/,Ozge,Methods in General,o.dilaverkalkan@surrey.ac.uk,269,,
5/17/2014 23:42:38,Special Issue on Intelligent Healthcare Systems,Journal of Intelligent Systems,2014-12-14,Special issue call,,2014-08-15,,"This special issue aims at providing a platform to researchers in 
sharing their knowledge and experience regarding novel and impactful 
designs for intelligent healthcare systems. Given the interdisciplinary 
nature of the field, we welcome original contributions from computer 
science and information technology researchers as well as health care 
practitioners or public health scientists. ",http://www.degruyter.com/view/j/jisys,Ozge,Complex Systems,o.dilaverkalkan@surrey.ac.uk,269,,
5/17/2014 23:49:20,Multi-platforms International Summer School on Agent-Based Modelling & Simulation,MISS-ABMS 2014,2014-09-08 and '2014-09-19,"Montpellier, France",,2014-06-30,,"During the morning sessions, the principles, methods and technics of the design, implementation and exploration stages will be collectively taught. Specific points will be addressed according to the expectations and demands of the participants. The afternoon sessions will be devoted to personal applications: the trainers will support the participants in designing, implementing and fine-tuning their own agent-based model. The tentative programme can be downloaded here.

Specific time slots will be allocated to teach the graphical language UML as well as to introduce the generic platforms Cormas, Gama and NetLogo by demonstrating the same benchmark model. 

Fees for students: 500 €, for others: 1000 €.",http://cormas.cirad.fr/en/formati/september2014.htm,Ozge,"Spatial and Ecological-Economic issues, Methods in General",o.dilaverkalkan@surrey.ac.uk,269,,
5/18/2014 0:12:46,Social Modeling and Simulations,SMSEC2014,2014-11-04 to '2014-11-06,"Tokyo, Japan",,2014-06-01,,"Big data analyses have uncovered many empirical laws hidden in our
society and economy. Mathematical models have been introduced
successfully explaining the empirical laws as typically seen in the new
field of econophysics. Now is the time to step up to the next stage, let
us aim at establishment of modeling and simulations of the whole
society, which can directly contribute to the industry as well as help
in decision making. To this end we need to gather all our knowledge
about laws and models in various fields, we also need assimilation and
synthesis for models to fit with the latest data, and for all related
models to fit within an integrated grand model of the society.",http://aph.t.u-tokyo.ac.jp/smsec2014,Ozge,"Spatial and Ecological-Economic issues, Complex Systems",o.dilaverkalkan@surrey.ac.uk,269,,
5/21/2014 16:58:09,SIMULATION MODELLING PRACTICE AND THEORY SPECIAL ISSUE ON Simulation in (and of) the Cloud,SIMPAT,7/31/2014,Simulation Modelling Practice and Theory,,7/31/2014,,"* Cloud-based execution of simulation tools
* Simulation of complex cloud environments
* Cloud computing for high-availability / fault-tolerant simulators
* Performance and cost evaluation of cloud-based simulation
* Novel service models and applications for cloud-based simulations
* Privacy, security and trust issues in cloud-based simulation
* Mobile cloud computing and simulation",http://ees.elsevier.com/simpat,Tina,Methods in General,,270,,
6/8/2014 23:49:10,Tarragona International Summer School on Trends in Computing,SSTiC 2014,2014-07-07 to '2014-07-14,"Tarragona, Spain",Rovira i Virgili University,2014-06-07 (early registration),,"SSTiC 2014 will be a research training event mainly addressed to PhD
students and PhD holders in the first steps of their academic career. It
intends to update them about the most recent developments in the diverse
branches of computer science and its neighbouring areas. To that purpose,
renowned scholars will lecture and will be available for interaction with
the audience.

SSTiC 2014 will cover the whole spectrum of computer science through 6
keynote lectures and 22 six-hour courses dealing with some of the most
lively topics in the field. The organizers share the idea that outstanding
speakers will really attract the brightest students.",http://grammars.grlmc.com/sstic2014/,Ozge,Methods in General,o.dilaverkalkan@surrey.ac.uk,270,,
6/9/2014 1:08:14,Computational Social Science 2014,CSS 2014,9/24/2014,"Lucca, Italy",,6/22/2014,,"Interdependent social contagion process
Peer production and mass collaboration
Temporally evolving networks and dynamics of social contagion
Cognitive aspects of belief formation and revision
Online communication and information diffusion
Viral propagation in online social network
Crowd-sourcing; herding behaviour vs. wisdom of crowds
E-democracy and online government-citizen interaction
Online socio-political mobilizations
Public attention and popularity
Temporal and geographical patterns of information diffusion
User-information interplay
Group formation, evolution and group behavior analysis.
Modeling, tracking and forecasting dynamic groups in social media.
Community detection and dynamic community structure analysis.
Social simulation, cultural, opinion, and normative dynamics.
Empirical calibration and validation of agent-based social models.
Models of social capital, collective action, social movements.
Coevolution of network and behavior.
",cssworkshop.oii.ox.ac.uk,Tina,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",Giovanni Luca Ciampaglia gciampag@indiana.edu,270,TBD,
6/9/2014 9:16:21,Journal Special Issue on Agent-Based Macroeconomics,,12/15/2014,web: http://erre.unich.it/gemm/cfp_abm_nmnc.pdf,World Scientific Publishing,12/15/2014,,"The special issue aims at bringing together the latest advances in agent-based computational macroeconomics.
Authors are encouraged to submit high-quality original manuscripts addressing any topic of interest for macroeconomics by using computational techniques.
Works focusing on the microfoundation phase of agent-based macroeconomic models are of particular interest for the special issue. A few examples are: (1) constructive critical discussions on the present state of the art, (2) new methodologies for improving the microfoundation stage of agent-based models such as estimation of artificial agents' motives/behavioral rules, (3) interdisciplinary approaches to agents' modeling, (4) the interaction between macroeconomic experiments and agent-based models.
",http://www.worldscientific.com/page/nmnc/callforpapers02,Tina,"Policy Making, Agent-Based Modelling, Complex Systems, Social Networks",Gianfranco Giulioni <g.giulioni@unich.it>,270,"""New Mathematics and Natural Computation"" World Scientific Publishing",
